,Elevation,Transect,Quadrat,Point_1,Point_2,Depth
996,500,A,20,E,1,13
997,500,A,20,E,2,17
998,500,A,20,E,3,17
999,500,A,20,E,4,14
1000,500,A,20,E,5,13
1001,550,A,1,A,1,66
1002,550,A,1,A,2,61
1003,550,A,1,A,3,47
1004,550,A,1,A,4,36
1005,550,A,1,A,5,29
1006,550,A,1,B,1,92
1007,550,A,1,B,2,82
1008,550,A,1,B,3,37
1009,550,A,1,B,4,29
1010,550,A,1,B,5,56
1011,550,A,1,C,1,76
1012,550,A,1,C,2,62
1013,550,A,1,C,3,40
1014,550,A,1,C,4,32
1015,550,A,1,C,5,95
1016,550,A,1,D,1,57
1017,550,A,1,D,2,48
1018,550,A,1,D,3,36
1019,550,A,1,D,4,117
1020,550,A,1,D,5,109
1021,550,A,1,E,1,50
1022,550,A,1,E,2,34
1023,550,A,1,E,3,22
1024,550,A,1,E,4,125
1025,550,A,1,E,5,115
1026,550,A,2,A,1,25
1027,550,A,2,A,2,18
1028,550,A,2,A,3,32
1029,550,A,2,A,4,30
1030,550,A,2,A,5,26
1031,550,A,2,B,1,30
1032,550,A,2,B,2,34
1033,550,A,2,B,3,27
1034,550,A,2,B,4,35
1035,550,A,2,B,5,33
1036,550,A,2,C,1,47
1037,550,A,2,C,2,36
1038,550,A,2,C,3,32
1039,550,A,2,C,4,32
1040,550,A,2,C,5,30
1041,550,A,2,D,1,62
1042,550,A,2,D,2,47
1043,550,A,2,D,3,43
1044,550,A,2,D,4,35
1045,550,A,2,D,5,35
1046,550,A,2,E,1,27
1047,550,A,2,E,2,37
1048,550,A,2,E,3,37
1049,550,A,2,E,4,30
1050,550,A,2,E,5,40
1051,550,A,3,A,1,17
1052,550,A,3,A,2,25
1053,550,A,3,A,3,30
1054,550,A,3,A,4,31
1055,550,A,3,A,5,24
1056,550,A,3,B,1,25
1057,550,A,3,B,2,24
1058,550,A,3,B,3,26
1059,550,A,3,B,4,35
1060,550,A,3,B,5,35
1061,550,A,3,C,1,21
1062,550,A,3,C,2,23
1063,550,A,3,C,3,30
1064,550,A,3,C,4,34
1065,550,A,3,C,5,35
1066,550,A,3,D,1,27
1067,550,A,3,D,2,16
1068,550,A,3,D,3,26
1069,550,A,3,D,4,23
1070,550,A,3,D,5,33
1071,550,A,3,E,1,27
1072,550,A,3,E,2,19
1073,550,A,3,E,3,26
1074,550,A,3,E,4,30
1075,550,A,3,E,5,23
1076,550,A,4,A,1,19
1077,550,A,4,A,2,19
1078,550,A,4,A,3,17
1079,550,A,4,A,4,17
1080,550,A,4,A,5,24
1081,550,A,4,B,1,22
1082,550,A,4,B,2,23
1083,550,A,4,B,3,23
1084,550,A,4,B,4,18
1085,550,A,4,B,5,25
1086,550,A,4,C,1,27
1087,550,A,4,C,2,27
1088,550,A,4,C,3,12
1089,550,A,4,C,4,27
1090,550,A,4,C,5,30
1091,550,A,4,D,1,27
1092,550,A,4,D,2,32
1093,550,A,4,D,3,29
1094,550,A,4,D,4,23
1095,550,A,4,D,5,31
1096,550,A,4,E,1,22
1097,550,A,4,E,2,27
1098,550,A,4,E,3,29
1099,550,A,4,E,4,27
1100,550,A,4,E,5,29
1101,550,A,5,A,1,41
1102,550,A,5,A,2,26
1103,550,A,5,A,3,32
1104,550,A,5,A,4,26
1105,550,A,5,A,5,17
1106,550,A,5,B,1,21
1107,550,A,5,B,2,29
1108,550,A,5,B,3,31
1109,550,A,5,B,4,30
1110,550,A,5,B,5,27
1111,550,A,5,C,1,18
1112,550,A,5,C,2,0
1113,550,A,5,C,3,30
1114,550,A,5,C,4,29
1115,550,A,5,C,5,25
1116,550,A,5,D,1,10
1117,550,A,5,D,2,12
1118,550,A,5,D,3,18
1119,550,A,5,D,4,24
1120,550,A,5,D,5,31
1121,550,A,5,E,1,33
1122,550,A,5,E,2,25
1123,550,A,5,E,3,31
1124,550,A,5,E,4,42
1125,550,A,5,E,5,40
1126,550,A,6,A,1,26
1127,550,A,6,A,2,47
1128,550,A,6,A,3,65
1129,550,A,6,A,4,70
1130,550,A,6,A,5,70
1131,550,A,6,B,1,63
1132,550,A,6,B,2,57
1133,550,A,6,B,3,40
1134,550,A,6,B,4,42
1135,550,A,6,B,5,56
1136,550,A,6,C,1,53
1137,550,A,6,C,2,48
1138,550,A,6,C,3,50
1139,550,A,6,C,4,45
1140,550,A,6,C,5,49
1141,550,A,6,D,1,43
1142,550,A,6,D,2,37
1143,550,A,6,D,3,37
1144,550,A,6,D,4,33
1145,550,A,6,D,5,35
1146,550,A,6,E,1,30
1147,550,A,6,E,2,30
1148,550,A,6,E,3,29
1149,550,A,6,E,4,19
1150,550,A,6,E,5,27
1151,550,A,7,A,1,33
1152,550,A,7,A,2,26
1153,550,A,7,A,3,5
1154,550,A,7,A,4,6
1155,550,A,7,A,5,17
1156,550,A,7,B,1,32
1157,550,A,7,B,2,28
1158,550,A,7,B,3,6
1159,550,A,7,B,4,8
1160,550,A,7,B,5,23
1161,550,A,7,C,1,37
1162,550,A,7,C,2,24
1163,550,A,7,C,3,3
1164,550,A,7,C,4,12
1165,550,A,7,C,5,26
1166,550,A,7,D,1,27
1167,550,A,7,D,2,6
1168,550,A,7,D,3,16
1169,550,A,7,D,4,11
1170,550,A,7,D,5,33
1171,550,A,7,E,1,46
1172,550,A,7,E,2,48
1173,550,A,7,E,3,25
1174,550,A,7,E,4,12
1175,550,A,7,E,5,22
1176,550,A,8,A,1,2
1177,550,A,8,A,2,15
1178,550,A,8,A,3,36
1179,550,A,8,A,4,35
1180,550,A,8,A,5,36
1181,550,A,8,B,1,0
1182,550,A,8,B,2,17
1183,550,A,8,B,3,39
1184,550,A,8,B,4,32
1185,550,A,8,B,5,33
1186,550,A,8,C,1,1
1187,550,A,8,C,2,25
1188,550,A,8,C,3,35
1189,550,A,8,C,4,27
1190,550,A,8,C,5,22
1191,550,A,8,D,1,30
1192,550,A,8,D,2,35
1193,550,A,8,D,3,36
1194,550,A,8,D,4,22
1195,550,A,8,D,5,23
1196,550,A,8,E,1,43
1197,550,A,8,E,2,48
1198,550,A,8,E,3,38
1199,550,A,8,E,4,13
1200,550,A,8,E,5,0
1201,550,A,9,A,1,25
1202,550,A,9,A,2,24
1203,550,A,9,A,3,23
1204,550,A,9,A,4,23
1205,550,A,9,A,5,18
1206,550,A,9,B,1,27
1207,550,A,9,B,2,26
1208,550,A,9,B,3,25
1209,550,A,9,B,4,23
1210,550,A,9,B,5,11
1211,550,A,9,C,1,10
1212,550,A,9,C,2,30
1213,550,A,9,C,3,21
1214,550,A,9,C,4,30
1215,550,A,9,C,5,28
1216,550,A,9,D,1,32
1217,550,A,9,D,2,30
1218,550,A,9,D,3,33
1219,550,A,9,D,4,30
1220,550,A,9,D,5,30
1221,550,A,9,E,1,30
1222,550,A,9,E,2,32
1223,550,A,9,E,3,33
1224,550,A,9,E,4,33
1225,550,A,9,E,5,30
1226,550,A,10,A,1,23
1227,550,A,10,A,2,25
1228,550,A,10,A,3,27
1229,550,A,10,A,4,23
1230,550,A,10,A,5,21
1231,550,A,10,B,1,24
1232,550,A,10,B,2,26
1233,550,A,10,B,3,23
1234,550,A,10,B,4,18
1235,550,A,10,B,5,18
1236,550,A,10,C,1,23
1237,550,A,10,C,2,23
1238,550,A,10,C,3,13
1239,550,A,10,C,4,5
1240,550,A,10,C,5,24
1241,550,A,10,D,1,17
1242,550,A,10,D,2,18
1243,550,A,10,D,3,22
1244,550,A,10,D,4,21
1245,550,A,10,D,5,21
1246,550,A,10,E,1,15
1247,550,A,10,E,2,20
1248,550,A,10,E,3,24
1249,550,A,10,E,4,13
1250,550,A,10,E,5,25
1251,550,A,11,A,1,30
1252,550,A,11,A,2,30
1253,550,A,11,A,3,24
1254,550,A,11,A,4,35
1255,550,A,11,A,5,33
1256,550,A,11,B,1,30
1257,550,A,11,B,2,8
1258,550,A,11,B,3,13
1259,550,A,11,B,4,30
1260,550,A,11,B,5,5
1261,550,A,11,C,1,30
1262,550,A,11,C,2,21
1263,550,A,11,C,3,25
1264,550,A,11,C,4,26
1265,550,A,11,C,5,22
1266,550,A,11,D,1,30
1267,550,A,11,D,2,29
1268,550,A,11,D,3,26
1269,550,A,11,D,4,29
1270,550,A,11,D,5,31
1271,550,A,11,E,1,30
1272,550,A,11,E,2,26
1273,550,A,11,E,3,9
1274,550,A,11,E,4,23
1275,550,A,11,E,5,24
1276,550,A,12,A,1,40
1277,550,A,12,A,2,42
1278,550,A,12,A,3,33
1279,550,A,12,A,4,27
1280,550,A,12,A,5,30
1281,550,A,12,B,1,38
1282,550,A,12,B,2,37
1283,550,A,12,B,3,10
1284,550,A,12,B,4,30
1285,550,A,12,B,5,32
1286,550,A,12,C,1,35
1287,550,A,12,C,2,31
1288,550,A,12,C,3,27
1289,550,A,12,C,4,24
1290,550,A,12,C,5,35
1291,550,A,12,D,1,33
1292,550,A,12,D,2,31
1293,550,A,12,D,3,31
1294,550,A,12,D,4,25
1295,550,A,12,D,5,31
1296,550,A,12,E,1,28
1297,550,A,12,E,2,31
1298,550,A,12,E,3,23
1299,550,A,12,E,4,20
1300,550,A,12,E,5,28
1301,550,A,13,A,1,6
1302,550,A,13,A,2,19
1303,550,A,13,A,3,26
1304,550,A,13,A,4,35
1305,550,A,13,A,5,41
1306,550,A,13,B,1,15
1307,550,A,13,B,2,21
1308,550,A,13,B,3,27
1309,550,A,13,B,4,33
1310,550,A,13,B,5,26
1311,550,A,13,C,1,15
1312,550,A,13,C,2,11
1313,550,A,13,C,3,25
1314,550,A,13,C,4,27
1315,550,A,13,C,5,35
1316,550,A,13,D,1,17
1317,550,A,13,D,2,22
1318,550,A,13,D,3,19
1319,550,A,13,D,4,25
1320,550,A,13,D,5,26
1321,550,A,13,E,1,25
1322,550,A,13,E,2,24
1323,550,A,13,E,3,25
1324,550,A,13,E,4,29
1325,550,A,13,E,5,49
1326,550,A,14,A,1,16
1327,550,A,14,A,2,21
1328,550,A,14,A,3,25
1329,550,A,14,A,4,20
1330,550,A,14,A,5,16
1331,550,A,14,B,1,20
1332,550,A,14,B,2,22
1333,550,A,14,B,3,23
1334,550,A,14,B,4,19
1335,550,A,14,B,5,17
1336,550,A,14,C,1,19
1337,550,A,14,C,2,23
1338,550,A,14,C,3,22
1339,550,A,14,C,4,18
1340,550,A,14,C,5,20
1341,550,A,14,D,1,23
1342,550,A,14,D,2,21
1343,550,A,14,D,3,20
1344,550,A,14,D,4,15
1345,550,A,14,D,5,16
1346,550,A,14,E,1,20
1347,550,A,14,E,2,19
1348,550,A,14,E,3,16
1349,550,A,14,E,4,9
1350,550,A,14,E,5,12
1351,550,A,15,A,1,26
1352,550,A,15,A,2,26
1353,550,A,15,A,3,24
1354,550,A,15,A,4,20
1355,550,A,15,A,5,22
1356,550,A,15,B,1,26
1357,550,A,15,B,2,28
1358,550,A,15,B,3,23
1359,550,A,15,B,4,23
1360,550,A,15,B,5,22
1361,550,A,15,C,1,27
1362,550,A,15,C,2,26
1363,550,A,15,C,3,26
1364,550,A,15,C,4,23
1365,550,A,15,C,5,22
1366,550,A,15,D,1,25
1367,550,A,15,D,2,23
1368,550,A,15,D,3,22
1369,550,A,15,D,4,18
1370,550,A,15,D,5,19
1371,550,A,15,E,1,23
1372,550,A,15,E,2,20
1373,550,A,15,E,3,21
1374,550,A,15,E,4,15
1375,550,A,15,E,5,16
1376,550,A,16,A,1,10
1377,550,A,16,A,2,20
1378,550,A,16,A,3,19
1379,550,A,16,A,4,20
1380,550,A,16,A,5,15
1381,550,A,16,B,1,25
1382,550,A,16,B,2,13
1383,550,A,16,B,3,17
1384,550,A,16,B,4,15
1385,550,A,16,B,5,20
1386,550,A,16,C,1,21
1387,550,A,16,C,2,16
1388,550,A,16,C,3,17
1389,550,A,16,C,4,16
1390,550,A,16,C,5,28
1391,550,A,16,D,1,20
1392,550,A,16,D,2,20
1393,550,A,16,D,3,20
1394,550,A,16,D,4,16
1395,550,A,16,D,5,27
1396,550,A,16,E,1,16
1397,550,A,16,E,2,17
1398,550,A,16,E,3,16
1399,550,A,16,E,4,13
1400,550,A,16,E,5,25
1401,550,A,17,A,1,35
1402,550,A,17,A,2,22
1403,550,A,17,A,3,23
1404,550,A,17,A,4,23
1405,550,A,17,A,5,25
1406,550,A,17,B,1,25
1407,550,A,17,B,2,18
1408,550,A,17,B,3,20
1409,550,A,17,B,4,23
1410,550,A,17,B,5,25
1411,550,A,17,C,1,25
1412,550,A,17,C,2,23
1413,550,A,17,C,3,20
1414,550,A,17,C,4,14
1415,550,A,17,C,5,20
1416,550,A,17,D,1,16
1417,550,A,17,D,2,30
1418,550,A,17,D,3,20
1419,550,A,17,D,4,18
1420,550,A,17,D,5,17
1421,550,A,17,E,1,18
1422,550,A,17,E,2,16
1423,550,A,17,E,3,16
1424,550,A,17,E,4,16
1425,550,A,17,E,5,16
1426,550,A,18,A,1,5
1427,550,A,18,A,2,11
1428,550,A,18,A,3,13
1429,550,A,18,A,4,16
1430,550,A,18,A,5,16
1431,550,A,18,B,1,20
1432,550,A,18,B,2,11
1433,550,A,18,B,3,12
1434,550,A,18,B,4,14
1435,550,A,18,B,5,19
1436,550,A,18,C,1,18
1437,550,A,18,C,2,13
1438,550,A,18,C,3,15
1439,550,A,18,C,4,15
1440,550,A,18,C,5,20
1441,550,A,18,D,1,15
1442,550,A,18,D,2,5
1443,550,A,18,D,3,15
1444,550,A,18,D,4,15
1445,550,A,18,D,5,21
1446,550,A,18,E,1,11
1447,550,A,18,E,2,15
1448,550,A,18,E,3,12
1449,550,A,18,E,4,11
1450,550,A,18,E,5,16
1451,550,A,19,A,1,23
1452,550,A,19,A,2,22
1453,550,A,19,A,3,22
1454,550,A,19,A,4,23
1455,550,A,19,A,5,21
1456,550,A,19,B,1,26
1457,550,A,19,B,2,25
1458,550,A,19,B,3,22
1459,550,A,19,B,4,22
1460,550,A,19,B,5,22
1461,550,A,19,C,1,21
1462,550,A,19,C,2,25
1463,550,A,19,C,3,23
1464,550,A,19,C,4,19
1465,550,A,19,C,5,21
1466,550,A,19,D,1,29
1467,550,A,19,D,2,23
1468,550,A,19,D,3,23
1469,550,A,19,D,4,20
1470,550,A,19,D,5,20
1471,550,A,19,E,1,26
1472,550,A,19,E,2,25
1473,550,A,19,E,3,23
1474,550,A,19,E,4,18
1475,550,A,19,E,5,20
1476,550,A,20,A,1,5
1477,550,A,20,A,2,6
1478,550,A,20,A,3,10
1479,550,A,20,A,4,12
1480,550,A,20,A,5,13
1481,550,A,20,B,1,10
1482,550,A,20,B,2,10
1483,550,A,20,B,3,13
1484,550,A,20,B,4,10
1485,550,A,20,B,5,12
1486,550,A,20,C,1,14
1487,550,A,20,C,2,13
1488,550,A,20,C,3,12
1489,550,A,20,C,4,5
1490,550,A,20,C,5,15
1491,550,A,20,D,1,12
1492,550,A,20,D,2,11
1493,550,A,20,D,3,12
1494,550,A,20,D,4,13
1495,550,A,20,D,5,15
1496,550,A,20,E,1,2
1497,550,A,20,E,2,12
1498,550,A,20,E,3,10
1499,550,A,20,E,4,7
1500,550,A,20,E,5,10
1501,600,A,1,A,1,15
1502,600,A,1,A,2,10
1503,600,A,1,A,3,7
1504,600,A,1,A,4,16
1505,600,A,1,A,5,19
1506,600,A,1,B,1,14
1507,600,A,1,B,2,12
1508,600,A,1,B,3,13
1509,600,A,1,B,4,12
1510,600,A,1,B,5,14
1511,600,A,1,C,1,17
1512,600,A,1,C,2,10
1513,600,A,1,C,3,11
1514,600,A,1,C,4,13
1515,600,A,1,C,5,15
1516,600,A,1,D,1,12
1517,600,A,1,D,2,14
1518,600,A,1,D,3,7
1519,600,A,1,D,4,12
1520,600,A,1,D,5,17
1521,600,A,1,E,1,14
1522,600,A,1,E,2,10
1523,600,A,1,E,3,10
1524,600,A,1,E,4,8
1525,600,A,1,E,5,12
1526,600,A,2,A,1,28
1527,600,A,2,A,2,31
1528,600,A,2,A,3,26
1529,600,A,2,A,4,12
1530,600,A,2,A,5,17
1531,600,A,2,B,1,41
1532,600,A,2,B,2,27
1533,600,A,2,B,3,23
1534,600,A,2,B,4,14
1535,600,A,2,B,5,17
1536,600,A,2,C,1,41
1537,600,A,2,C,2,28
1538,600,A,2,C,3,14
1539,600,A,2,C,4,18
1540,600,A,2,C,5,20
1541,600,A,2,D,1,38
1542,600,A,2,D,2,26
1543,600,A,2,D,3,22
1544,600,A,2,D,4,23
1545,600,A,2,D,5,31
1546,600,A,2,E,1,37
1547,600,A,2,E,2,37
1548,600,A,2,E,3,36
1549,600,A,2,E,4,31
1550,600,A,2,E,5,29
1551,600,A,3,A,1,19
1552,600,A,3,A,2,25
1553,600,A,3,A,3,27
1554,600,A,3,A,4,17
1555,600,A,3,A,5,16
1556,600,A,3,B,1,24
1557,600,A,3,B,2,22
1558,600,A,3,B,3,32
1559,600,A,3,B,4,26
1560,600,A,3,B,5,23
1561,600,A,3,C,1,20
1562,600,A,3,C,2,26
1563,600,A,3,C,3,26
1564,600,A,3,C,4,25
1565,600,A,3,C,5,26
1566,600,A,3,D,1,20
1567,600,A,3,D,2,23
1568,600,A,3,D,3,24
1569,600,A,3,D,4,23
1570,600,A,3,D,5,20
1571,600,A,3,E,1,15
1572,600,A,3,E,2,17
1573,600,A,3,E,3,17
1574,600,A,3,E,4,17
1575,600,A,3,E,5,17
1576,600,A,4,A,1,31
1577,600,A,4,A,2,4
1578,600,A,4,A,3,23
1579,600,A,4,A,4,23
1580,600,A,4,A,5,19
1581,600,A,4,B,1,36
1582,600,A,4,B,2,5
1583,600,A,4,B,3,25
1584,600,A,4,B,4,22
1585,600,A,4,B,5,14
1586,600,A,4,C,1,36
1587,600,A,4,C,2,3
1588,600,A,4,C,3,25
1589,600,A,4,C,4,20
1590,600,A,4,C,5,15
1591,600,A,4,D,1,36
1592,600,A,4,D,2,36
1593,600,A,4,D,3,27
1594,600,A,4,D,4,18
1595,600,A,4,D,5,7
1596,600,A,4,E,1,27
1597,600,A,4,E,2,30
1598,600,A,4,E,3,23
1599,600,A,4,E,4,15
1600,600,A,4,E,5,21
1601,600,A,5,A,1,17
1602,600,A,5,A,2,23
1603,600,A,5,A,3,23
1604,600,A,5,A,4,22
1605,600,A,5,A,5,29
1606,600,A,5,B,1,18
1607,600,A,5,B,2,20
1608,600,A,5,B,3,21
1609,600,A,5,B,4,24
1610,600,A,5,B,5,25
1611,600,A,5,C,1,22
1612,600,A,5,C,2,19
1613,600,A,5,C,3,16
1614,600,A,5,C,4,19
1615,600,A,5,C,5,23
1616,600,A,5,D,1,16
1617,600,A,5,D,2,20
1618,600,A,5,D,3,11
1619,600,A,5,D,4,23
1620,600,A,5,D,5,9
1621,600,A,5,E,1,11
1622,600,A,5,E,2,13
1623,600,A,5,E,3,7
1624,600,A,5,E,4,15
1625,600,A,5,E,5,15
1626,600,A,6,A,1,19
1627,600,A,6,A,2,29
1628,600,A,6,A,3,20
1629,600,A,6,A,4,28
1630,600,A,6,A,5,22
1631,600,A,6,B,1,26
1632,600,A,6,B,2,31
1633,600,A,6,B,3,33
1634,600,A,6,B,4,26
1635,600,A,6,B,5,27
1636,600,A,6,C,1,37
1637,600,A,6,C,2,37
1638,600,A,6,C,3,35
1639,600,A,6,C,4,27
1640,600,A,6,C,5,29
1641,600,A,6,D,1,42
1642,600,A,6,D,2,37
1643,600,A,6,D,3,32
1644,600,A,6,D,4,26
1645,600,A,6,D,5,22
1646,600,A,6,E,1,39
1647,600,A,6,E,2,38
1648,600,A,6,E,3,27
1649,600,A,6,E,4,17
1650,600,A,6,E,5,16
1651,600,A,7,A,1,45
1652,600,A,7,A,2,42
1653,600,A,7,A,3,40
1654,600,A,7,A,4,41
1655,600,A,7,A,5,41
1656,600,A,7,B,1,37
1657,600,A,7,B,2,37
1658,600,A,7,B,3,35
1659,600,A,7,B,4,31
1660,600,A,7,B,5,36
1661,600,A,7,C,1,27
1662,600,A,7,C,2,27
1663,600,A,7,C,3,30
1664,600,A,7,C,4,30
1665,600,A,7,C,5,36
1666,600,A,7,D,1,25
1667,600,A,7,D,2,25
1668,600,A,7,D,3,27
1669,600,A,7,D,4,23
1670,600,A,7,D,5,34
1671,600,A,7,E,1,25
1672,600,A,7,E,2,19
1673,600,A,7,E,3,26
1674,600,A,7,E,4,27
1675,600,A,7,E,5,25
1676,600,A,8,A,1,17
1677,600,A,8,A,2,24
1678,600,A,8,A,3,22
1679,600,A,8,A,4,20
1680,600,A,8,A,5,20
1681,600,A,8,B,1,16
1682,600,A,8,B,2,16
1683,600,A,8,B,3,21
1684,600,A,8,B,4,15
1685,600,A,8,B,5,18
1686,600,A,8,C,1,17
1687,600,A,8,C,2,21
1688,600,A,8,C,3,18
1689,600,A,8,C,4,23
1690,600,A,8,C,5,22
1691,600,A,8,D,1,17
1692,600,A,8,D,2,21
1693,600,A,8,D,3,21
1694,600,A,8,D,4,20
1695,600,A,8,D,5,25
1696,600,A,8,E,1,13
1697,600,A,8,E,2,22
1698,600,A,8,E,3,20
1699,600,A,8,E,4,20
1700,600,A,8,E,5,17
1701,600,A,9,A,1,27
1702,600,A,9,A,2,25
1703,600,A,9,A,3,20
1704,600,A,9,A,4,17
1705,600,A,9,A,5,12
1706,600,A,9,B,1,30
1707,600,A,9,B,2,27
1708,600,A,9,B,3,20
1709,600,A,9,B,4,19
1710,600,A,9,B,5,17
1711,600,A,9,C,1,27
1712,600,A,9,C,2,22
1713,600,A,9,C,3,26
1714,600,A,9,C,4,9
1715,600,A,9,C,5,21
1716,600,A,9,D,1,23
1717,600,A,9,D,2,24
1718,600,A,9,D,3,25
1719,600,A,9,D,4,25
1720,600,A,9,D,5,20
1721,600,A,9,E,1,20
1722,600,A,9,E,2,20
1723,600,A,9,E,3,23
1724,600,A,9,E,4,20
1725,600,A,9,E,5,17
1726,600,A,10,A,1,29
1727,600,A,10,A,2,29
1728,600,A,10,A,3,29
1729,600,A,10,A,4,15
1730,600,A,10,A,5,25
1731,600,A,10,B,1,31
1732,600,A,10,B,2,30
1733,600,A,10,B,3,27
1734,600,A,10,B,4,26
1735,600,A,10,B,5,19
1736,600,A,10,C,1,30
1737,600,A,10,C,2,26
1738,600,A,10,C,3,24
1739,600,A,10,C,4,22
1740,600,A,10,C,5,27
1741,600,A,10,D,1,25
1742,600,A,10,D,2,15
1743,600,A,10,D,3,12
1744,600,A,10,D,4,13
1745,600,A,10,D,5,21
1746,600,A,10,E,1,19
1747,600,A,10,E,2,19
1748,600,A,10,E,3,20
1749,600,A,10,E,4,16
1750,600,A,10,E,5,17
1751,600,A,11,A,1,28
1752,600,A,11,A,2,23
1753,600,A,11,A,3,22
1754,600,A,11,A,4,19
1755,600,A,11,A,5,18
1756,600,A,11,B,1,28
1757,600,A,11,B,2,26
1758,600,A,11,B,3,22
1759,600,A,11,B,4,22
1760,600,A,11,B,5,20
1761,600,A,11,C,1,25
1762,600,A,11,C,2,23
1763,600,A,11,C,3,22
1764,600,A,11,C,4,22
1765,600,A,11,C,5,22
1766,600,A,11,D,1,23
1767,600,A,11,D,2,26
1768,600,A,11,D,3,24
1769,600,A,11,D,4,25
1770,600,A,11,D,5,25
1771,600,A,11,E,1,27
1772,600,A,11,E,2,26
1773,600,A,11,E,3,27
1774,600,A,11,E,4,28
1775,600,A,11,E,5,28
1776,600,A,12,A,1,26
1777,600,A,12,A,2,37
1778,600,A,12,A,3,33
1779,600,A,12,A,4,30
1780,600,A,12,A,5,29
1781,600,A,12,B,1,36
1782,600,A,12,B,2,36
1783,600,A,12,B,3,27
1784,600,A,12,B,4,25
1785,600,A,12,B,5,30
1786,600,A,12,C,1,35
1787,600,A,12,C,2,33
1788,600,A,12,C,3,22
1789,600,A,12,C,4,25
1790,600,A,12,C,5,35
1791,600,A,12,D,1,29
1792,600,A,12,D,2,25
1793,600,A,12,D,3,4
1794,600,A,12,D,4,27
1795,600,A,12,D,5,31
1796,600,A,12,E,1,32
1797,600,A,12,E,2,22
1798,600,A,12,E,3,21
1799,600,A,12,E,4,21
1800,600,A,12,E,5,20
1801,600,A,13,A,1,26
1802,600,A,13,A,2,16
1803,600,A,13,A,3,13
1804,600,A,13,A,4,11
1805,600,A,13,A,5,23
1806,600,A,13,B,1,30
1807,600,A,13,B,2,15
1808,600,A,13,B,3,7
1809,600,A,13,B,4,13
1810,600,A,13,B,5,17
1811,600,A,13,C,1,31
1812,600,A,13,C,2,17
1813,600,A,13,C,3,15
1814,600,A,13,C,4,16
1815,600,A,13,C,5,23
1816,600,A,13,D,1,30
1817,600,A,13,D,2,22
1818,600,A,13,D,3,9
1819,600,A,13,D,4,13
1820,600,A,13,D,5,16
1821,600,A,13,E,1,22
1822,600,A,13,E,2,20
1823,600,A,13,E,3,12
1824,600,A,13,E,4,13
1825,600,A,13,E,5,24
1826,600,A,14,A,1,21
1827,600,A,14,A,2,16
1828,600,A,14,A,3,20
1829,600,A,14,A,4,20
1830,600,A,14,A,5,16
1831,600,A,14,B,1,21
1832,600,A,14,B,2,13
1833,600,A,14,B,3,16
1834,600,A,14,B,4,15
1835,600,A,14,B,5,16
1836,600,A,14,C,1,27
1837,600,A,14,C,2,21
1838,600,A,14,C,3,14
1839,600,A,14,C,4,16
1840,600,A,14,C,5,20
1841,600,A,14,D,1,29
1842,600,A,14,D,2,23
1843,600,A,14,D,3,17
1844,600,A,14,D,4,13
1845,600,A,14,D,5,18
1846,600,A,14,E,1,31
1847,600,A,14,E,2,27
1848,600,A,14,E,3,19
1849,600,A,14,E,4,16
1850,600,A,14,E,5,17
1851,600,A,15,A,1,30
1852,600,A,15,A,2,30
1853,600,A,15,A,3,35
1854,600,A,15,A,4,37
1855,600,A,15,A,5,52
1856,600,A,15,B,1,31
1857,600,A,15,B,2,37
1858,600,A,15,B,3,40
1859,600,A,15,B,4,46
1860,600,A,15,B,5,58
1861,600,A,15,C,1,33
1862,600,A,15,C,2,38
1863,600,A,15,C,3,42
1864,600,A,15,C,4,47
1865,600,A,15,C,5,53
1866,600,A,15,D,1,36
1867,600,A,15,D,2,44
1868,600,A,15,D,3,43
1869,600,A,15,D,4,60
1870,600,A,15,D,5,70
1871,600,A,15,E,1,31
1872,600,A,15,E,2,37
1873,600,A,15,E,3,10
1874,600,A,15,E,4,57
1875,600,A,15,E,5,75
1876,600,A,16,A,1,12
1877,600,A,16,A,2,16
1878,600,A,16,A,3,20
1879,600,A,16,A,4,13
1880,600,A,16,A,5,1
1881,600,A,16,B,1,19
1882,600,A,16,B,2,18
1883,600,A,16,B,3,19
1884,600,A,16,B,4,15
1885,600,A,16,B,5,9
1886,600,A,16,C,1,21
1887,600,A,16,C,2,21
1888,600,A,16,C,3,20
1889,600,A,16,C,4,21
1890,600,A,16,C,5,15
1891,600,A,16,D,1,24
1892,600,A,16,D,2,21
1893,600,A,16,D,3,20
1894,600,A,16,D,4,23
1895,600,A,16,D,5,26
1896,600,A,16,E,1,21
1897,600,A,16,E,2,21
1898,600,A,16,E,3,18
1899,600,A,16,E,4,23
1900,600,A,16,E,5,24
1901,600,A,17,A,1,45
1902,600,A,17,A,2,42
1903,600,A,17,A,3,39
1904,600,A,17,A,4,43
1905,600,A,17,A,5,46
1906,600,A,17,B,1,35
1907,600,A,17,B,2,35
1908,600,A,17,B,3,35
1909,600,A,17,B,4,45
1910,600,A,17,B,5,44
1911,600,A,17,C,1,25
1912,600,A,17,C,2,27
1913,600,A,17,C,3,37
1914,600,A,17,C,4,38
1915,600,A,17,C,5,38
1916,600,A,17,D,1,23
1917,600,A,17,D,2,23
1918,600,A,17,D,3,25
1919,600,A,17,D,4,30
1920,600,A,17,D,5,29
1921,600,A,17,E,1,19
1922,600,A,17,E,2,18
1923,600,A,17,E,3,20
1924,600,A,17,E,4,22
1925,600,A,17,E,5,25
1926,600,A,18,A,1,20
