"","Label","X","Area","Quadrat","Transect"
"3434","IMG_0606.JPG",600,1.789,4,"T600"
"3435","IMG_0606.JPG",600,0.894,4,"T600"
"3436","IMG_0606.JPG",600,0.521,4,"T600"
"3437","IMG_0606.JPG",600,1.528,4,"T600"
"3438","IMG_0606.JPG",600,1.043,4,"T600"
"3439","IMG_0606.JPG",600,0.916,4,"T600"
"3440","IMG_0606.JPG",600,6.236,4,"T600"
"3441","IMG_0606.JPG",600,0.787,4,"T600"
"3442","IMG_0606.JPG",600,1.032,4,"T600"
"3443","IMG_0606.JPG",600,0.968,4,"T600"
"3444","IMG_0606.JPG",600,0.94,4,"T600"
"3445","IMG_0606.JPG",600,1.276,4,"T600"
"3446","IMG_0606.JPG",600,0.947,4,"T600"
"3447","IMG_0606.JPG",600,0.823,4,"T600"
"3449","IMG_0606.JPG",600,0.561,4,"T600"
"3450","IMG_0606.JPG",600,1.765,4,"T600"
"3451","IMG_0606.JPG",600,7.446,4,"T600"
"3452","IMG_0606.JPG",600,0.651,4,"T600"
"3453","IMG_0606.JPG",600,0.576,4,"T600"
"3454","IMG_0606.JPG",600,3.128,4,"T600"
"3455","IMG_0606.JPG",600,5.535,4,"T600"
"3456","IMG_0606.JPG",600,1.643,4,"T600"
"3457","IMG_0606.JPG",600,1.985,4,"T600"
"3458","IMG_0606.JPG",600,3.864,4,"T600"
"3459","IMG_0606.JPG",600,1.464,4,"T600"
"3460","IMG_0606.JPG",600,0.897,4,"T600"
"3461","IMG_0606.JPG",600,3.195,4,"T600"
"3462","IMG_0606.JPG",600,0.773,4,"T600"
"3463","IMG_0606.JPG",600,0.697,4,"T600"
"3464","IMG_0606.JPG",600,0.704,4,"T600"
"3465","IMG_0606.JPG",600,1.804,4,"T600"
"3466","IMG_0606.JPG",600,6.214,4,"T600"
"3467","IMG_0606.JPG",600,2.788,4,"T600"
"3469","IMG_0606.JPG",600,1.219,4,"T600"
"3470","IMG_0606.JPG",600,0.765,4,"T600"
"3472","IMG_0606.JPG",600,0.63,4,"T600"
"3473","IMG_0606.JPG",600,1.497,4,"T600"
"3475","IMG_0606.JPG",600,1.218,4,"T600"
"3476","IMG_0606.JPG",600,2.154,4,"T600"
"3477","IMG_0606.JPG",600,1.703,4,"T600"
"3478","IMG_0606.JPG",600,0.758,4,"T600"
"3479","IMG_0606.JPG",600,0.819,4,"T600"
"3480","IMG_0606.JPG",600,0.823,4,"T600"
"3481","IMG_0606.JPG",600,2.576,4,"T600"
"3482","IMG_0606.JPG",600,1.422,4,"T600"
"3483","IMG_0606.JPG",600,0.529,4,"T600"
"3484","IMG_0606.JPG",600,5.053,4,"T600"
"3485","IMG_0606.JPG",600,72.591,4,"T600"
"3486","IMG_0606.JPG",600,14.682,4,"T600"
"3487","IMG_0606.JPG",600,1.333,4,"T600"
"3488","IMG_0606.JPG",600,1.559,4,"T600"
"3490","IMG_0611.JPG",600,1.18,5,"T600"
"3491","IMG_0611.JPG",600,2.406,5,"T600"
"3492","IMG_0611.JPG",600,1.265,5,"T600"
"3493","IMG_0611.JPG",600,0.587,5,"T600"
"3494","IMG_0611.JPG",600,1.63,5,"T600"
"3495","IMG_0611.JPG",600,1.425,5,"T600"
"3496","IMG_0611.JPG",600,1.019,5,"T600"
"3497","IMG_0611.JPG",600,0.92,5,"T600"
"3498","IMG_0611.JPG",600,0.908,5,"T600"
"3499","IMG_0611.JPG",600,0.926,5,"T600"
"3500","IMG_0611.JPG",600,0.852,5,"T600"
"3505","IMG_0611.JPG",600,1.086,5,"T600"
"3508","IMG_0611.JPG",600,1.77,5,"T600"
"3509","IMG_0611.JPG",600,1.119,5,"T600"
"3510","IMG_0611.JPG",600,0.811,5,"T600"
"3512","IMG_0611.JPG",600,1.024,5,"T600"
"3516","IMG_0611.JPG",600,2.461,5,"T600"
"3517","IMG_0611.JPG",600,1.262,5,"T600"
"3518","IMG_0611.JPG",600,1.293,5,"T600"
"3520","IMG_0611.JPG",600,0.79,5,"T600"
"3521","IMG_0611.JPG",600,5.231,5,"T600"
"3522","IMG_0611.JPG",600,1.04,5,"T600"
"3523","IMG_0611.JPG",600,1.944,5,"T600"
"3524","IMG_0611.JPG",600,1.252,5,"T600"
"3525","IMG_0611.JPG",600,0.717,5,"T600"
"3526","IMG_0611.JPG",600,3.159,5,"T600"
"3528","IMG_0611.JPG",600,0.924,5,"T600"
"3529","IMG_0611.JPG",600,0.764,5,"T600"
"3530","IMG_0611.JPG",600,3.467,5,"T600"
"3531","IMG_0611.JPG",600,0.983,5,"T600"
"3532","IMG_0611.JPG",600,0.736,5,"T600"
"3533","IMG_0611.JPG",600,6.438,5,"T600"
"3534","IMG_0611.JPG",600,0.868,5,"T600"
"3535","IMG_0611.JPG",600,0.614,5,"T600"
"3538","IMG_0611.JPG",600,1.947,5,"T600"
"3539","IMG_0611.JPG",600,1.019,5,"T600"
"3540","IMG_0611.JPG",600,1.053,5,"T600"
"3541","IMG_0611.JPG",600,2.514,5,"T600"
"3542","IMG_0611.JPG",600,1.634,5,"T600"
"3543","IMG_0611.JPG",600,1.366,5,"T600"
"3544","IMG_0611.JPG",600,1.396,5,"T600"
"3545","IMG_0611.JPG",600,0.687,5,"T600"
"3546","IMG_0611.JPG",600,0.728,5,"T600"
"3547","IMG_0611.JPG",600,2.645,5,"T600"
"3548","IMG_0611.JPG",600,1.081,5,"T600"
"3549","IMG_0611.JPG",600,3.778,5,"T600"
"3550","IMG_0611.JPG",600,1.082,5,"T600"
"3552","IMG_0611.JPG",600,0.786,5,"T600"
"3553","IMG_0611.JPG",600,0.572,5,"T600"
"3554","IMG_0611.JPG",600,0.595,5,"T600"
"3555","IMG_0611.JPG",600,0.647,5,"T600"
"3556","IMG_0611.JPG",600,0.622,5,"T600"
"3557","IMG_0611.JPG",600,1.093,5,"T600"
"3558","IMG_0611.JPG",600,3.608,5,"T600"
"3559","IMG_0611.JPG",600,1.388,5,"T600"
"3560","IMG_0611.JPG",600,2.411,5,"T600"
"3561","IMG_0611.JPG",600,0.705,5,"T600"
"3562","IMG_0611.JPG",600,0.883,5,"T600"
"3563","IMG_0611.JPG",600,1.041,5,"T600"
"3564","IMG_0611.JPG",600,0.799,5,"T600"
"3565","IMG_0611.JPG",600,21.596,5,"T600"
"3566","IMG_0611.JPG",600,0.697,5,"T600"
"3567","IMG_0611.JPG",600,0.664,5,"T600"
"3568","IMG_0611.JPG",600,13.304,5,"T600"
"3569","IMG_0611.JPG",600,8.02,5,"T600"
"3570","IMG_0619.JPG",600,1.06,6,"T600"
"3571","IMG_0619.JPG",600,1.076,6,"T600"
"3572","IMG_0619.JPG",600,0.515,6,"T600"
"3573","IMG_0619.JPG",600,0.825,6,"T600"
"3575","IMG_0619.JPG",600,0.664,6,"T600"
"3577","IMG_0619.JPG",600,5.032,6,"T600"
"3578","IMG_0619.JPG",600,0.7,6,"T600"
"3579","IMG_0619.JPG",600,1.764,6,"T600"
"3580","IMG_0619.JPG",600,1.753,6,"T600"
"3581","IMG_0619.JPG",600,2.946,6,"T600"
"3582","IMG_0619.JPG",600,0.568,6,"T600"
"3583","IMG_0619.JPG",600,0.925,6,"T600"
"3584","IMG_0619.JPG",600,3.7,6,"T600"
"3585","IMG_0619.JPG",600,0.934,6,"T600"
"3586","IMG_0619.JPG",600,1.218,6,"T600"
"3587","IMG_0619.JPG",600,0.671,6,"T600"
"3588","IMG_0619.JPG",600,0.609,6,"T600"
"3589","IMG_0619.JPG",600,1.555,6,"T600"
"3590","IMG_0619.JPG",600,0.593,6,"T600"
"3591","IMG_0619.JPG",600,2.822,6,"T600"
"3592","IMG_0619.JPG",600,0.67,6,"T600"
"3593","IMG_0619.JPG",600,1.029,6,"T600"
"3594","IMG_0619.JPG",600,0.907,6,"T600"
"3595","IMG_0619.JPG",600,0.718,6,"T600"
"3597","IMG_0619.JPG",600,0.564,6,"T600"
"3598","IMG_0619.JPG",600,1.79,6,"T600"
"3599","IMG_0619.JPG",600,1.443,6,"T600"
"3600","IMG_0619.JPG",600,0.513,6,"T600"
"3601","IMG_0619.JPG",600,0.655,6,"T600"
"3604","IMG_0619.JPG",600,2.549,6,"T600"
"3605","IMG_0619.JPG",600,1.578,6,"T600"
"3606","IMG_0619.JPG",600,0.992,6,"T600"
"3607","IMG_0619.JPG",600,0.977,6,"T600"
"3608","IMG_0619.JPG",600,1.471,6,"T600"
"3610","IMG_0619.JPG",600,0.566,6,"T600"
"3611","IMG_0619.JPG",600,0.707,6,"T600"
"3612","IMG_0619.JPG",600,1.559,6,"T600"
"3613","IMG_0619.JPG",600,1.349,6,"T600"
"3614","IMG_0619.JPG",600,2.075,6,"T600"
"3615","IMG_0619.JPG",600,0.972,6,"T600"
"3616","IMG_0619.JPG",600,1.597,6,"T600"
"3617","IMG_0619.JPG",600,3.732,6,"T600"
"3618","IMG_0619.JPG",600,11.113,6,"T600"
"3619","IMG_0619.JPG",600,0.534,6,"T600"
"3620","IMG_0619.JPG",600,0.825,6,"T600"
"3621","IMG_0619.JPG",600,0.964,6,"T600"
"3622","IMG_0619.JPG",600,1.067,6,"T600"
"3623","IMG_0619.JPG",600,0.755,6,"T600"
"3624","IMG_0619.JPG",600,0.845,6,"T600"
"3625","IMG_0619.JPG",600,0.711,6,"T600"
"3626","IMG_0619.JPG",600,1.893,6,"T600"
"3627","IMG_0619.JPG",600,1.576,6,"T600"
"3628","IMG_0625.JPG",600,1.779,7,"T600"
"3629","IMG_0625.JPG",600,0.623,7,"T600"
"3630","IMG_0625.JPG",600,0.682,7,"T600"
"3631","IMG_0625.JPG",600,0.882,7,"T600"
"3632","IMG_0625.JPG",600,0.667,7,"T600"
"3633","IMG_0625.JPG",600,0.676,7,"T600"
"3634","IMG_0625.JPG",600,0.641,7,"T600"
"3635","IMG_0625.JPG",600,1.127,7,"T600"
"3636","IMG_0625.JPG",600,0.556,7,"T600"
"3637","IMG_0625.JPG",600,0.535,7,"T600"
"3638","IMG_0625.JPG",600,2.99,7,"T600"
"3640","IMG_0625.JPG",600,0.502,7,"T600"
"3641","IMG_0625.JPG",600,0.602,7,"T600"
"3642","IMG_0625.JPG",600,1.873,7,"T600"
"3643","IMG_0625.JPG",600,0.67,7,"T600"
"3644","IMG_0625.JPG",600,1.939,7,"T600"
"3645","IMG_0625.JPG",600,1.065,7,"T600"
"3646","IMG_0625.JPG",600,3.335,7,"T600"
"3648","IMG_0625.JPG",600,0.893,7,"T600"
"3649","IMG_0625.JPG",600,0.991,7,"T600"
"3650","IMG_0625.JPG",600,0.808,7,"T600"
"3651","IMG_0625.JPG",600,2.723,7,"T600"
"3655","IMG_0625.JPG",600,0.881,7,"T600"
"3656","IMG_0625.JPG",600,2.731,7,"T600"
"3657","IMG_0625.JPG",600,1.886,7,"T600"
"3658","IMG_0625.JPG",600,0.924,7,"T600"
"3659","IMG_0625.JPG",600,0.628,7,"T600"
"3660","IMG_0625.JPG",600,0.621,7,"T600"
"3661","IMG_0625.JPG",600,0.606,7,"T600"
"3665","IMG_0625.JPG",600,0.686,7,"T600"
"3666","IMG_0625.JPG",600,2.861,7,"T600"
"3667","IMG_0625.JPG",600,1.531,7,"T600"
"3669","IMG_0625.JPG",600,0.552,7,"T600"
"3670","IMG_0625.JPG",600,0.618,7,"T600"
"3671","IMG_0625.JPG",600,0.928,7,"T600"
"3672","IMG_0625.JPG",600,0.514,7,"T600"
"3673","IMG_0625.JPG",600,0.762,7,"T600"
"3674","IMG_0625.JPG",600,0.702,7,"T600"
"3675","IMG_0625.JPG",600,3.667,7,"T600"
"3676","IMG_0625.JPG",600,0.593,7,"T600"
"3677","IMG_0625.JPG",600,0.576,7,"T600"
"3679","IMG_0625.JPG",600,1.107,7,"T600"
"3680","IMG_0625.JPG",600,0.618,7,"T600"
"3681","IMG_0625.JPG",600,0.565,7,"T600"
"3683","IMG_0625.JPG",600,1.353,7,"T600"
"3684","IMG_0625.JPG",600,0.533,7,"T600"
"3685","IMG_0625.JPG",600,0.553,7,"T600"
"3686","IMG_0625.JPG",600,1.117,7,"T600"
"3687","IMG_0625.JPG",600,2.068,7,"T600"
"3688","IMG_0625.JPG",600,0.815,7,"T600"
"3689","IMG_0625.JPG",600,0.518,7,"T600"
"3692","IMG_0625.JPG",600,0.722,7,"T600"
"3693","IMG_0625.JPG",600,1.117,7,"T600"
"3695","IMG_0625.JPG",600,0.543,7,"T600"
"3697","IMG_0625.JPG",600,9.929,7,"T600"
"3698","IMG_0625.JPG",600,0.666,7,"T600"
"3699","IMG_0625.JPG",600,1.122,7,"T600"
"3700","IMG_0625.JPG",600,0.791,7,"T600"
"3701","IMG_0625.JPG",600,0.534,7,"T600"
"3702","IMG_0625.JPG",600,0.632,7,"T600"
"3703","IMG_0625.JPG",600,1.737,7,"T600"
"3704","IMG_0625.JPG",600,1,7,"T600"
"3706","IMG_0625.JPG",600,1.707,7,"T600"
"3707","IMG_0625.JPG",600,0.557,7,"T600"
"3710","IMG_0625.JPG",600,0.544,7,"T600"
"3713","IMG_0625.JPG",600,0.523,7,"T600"
"3714","IMG_0625.JPG",600,0.62,7,"T600"
"3715","IMG_0625.JPG",600,0.753,7,"T600"
"3717","IMG_0625.JPG",600,1.671,7,"T600"
"3718","IMG_0625.JPG",600,35.377,7,"T600"
"3719","IMG_0625.JPG",600,0.555,7,"T600"
"3723","IMG_0625.JPG",600,0.659,7,"T600"
"3724","IMG_0634.JPG",600,0.836,8,"T600"
"3726","IMG_0634.JPG",600,1.506,8,"T600"
"3728","IMG_0634.JPG",600,1.081,8,"T600"
"3729","IMG_0634.JPG",600,1.38,8,"T600"
"3730","IMG_0634.JPG",600,1.043,8,"T600"
"3732","IMG_0634.JPG",600,1.894,8,"T600"
"3733","IMG_0634.JPG",600,0.511,8,"T600"
"3734","IMG_0634.JPG",600,0.744,8,"T600"
"3735","IMG_0634.JPG",600,8.7,8,"T600"
"3738","IMG_0634.JPG",600,1.994,8,"T600"
"3739","IMG_0634.JPG",600,2.219,8,"T600"
"3740","IMG_0634.JPG",600,4.99,8,"T600"
"3741","IMG_0634.JPG",600,0.713,8,"T600"
"3742","IMG_0634.JPG",600,0.55,8,"T600"
"3743","IMG_0634.JPG",600,0.653,8,"T600"
"3745","IMG_0634.JPG",600,0.529,8,"T600"
"3746","IMG_0634.JPG",600,0.554,8,"T600"
"3747","IMG_0634.JPG",600,1.796,8,"T600"
"3749","IMG_0634.JPG",600,1.742,8,"T600"
"3750","IMG_0634.JPG",600,0.986,8,"T600"
"3751","IMG_0634.JPG",600,0.57,8,"T600"
"3752","IMG_0634.JPG",600,0.848,8,"T600"
"3753","IMG_0634.JPG",600,1.667,8,"T600"
"3754","IMG_0634.JPG",600,0.949,8,"T600"
"3755","IMG_0634.JPG",600,0.587,8,"T600"
"3756","IMG_0634.JPG",600,0.5,8,"T600"
"3757","IMG_0634.JPG",600,0.509,8,"T600"
"3761","IMG_0634.JPG",600,0.929,8,"T600"
"3762","IMG_0634.JPG",600,4.378,8,"T600"
"3763","IMG_0634.JPG",600,1.743,8,"T600"
"3764","IMG_0634.JPG",600,5.33,8,"T600"
"3765","IMG_0634.JPG",600,1.327,8,"T600"
"3766","IMG_0634.JPG",600,0.717,8,"T600"
"3767","IMG_0634.JPG",600,0.857,8,"T600"
"3769","IMG_0634.JPG",600,0.598,8,"T600"
"3771","IMG_0634.JPG",600,9.241,8,"T600"
"3772","IMG_0634.JPG",600,3.345,8,"T600"
"3774","IMG_0634.JPG",600,0.664,8,"T600"
"3775","IMG_0634.JPG",600,1.546,8,"T600"
"3776","IMG_0634.JPG",600,0.994,8,"T600"
"3777","IMG_0634.JPG",600,0.77,8,"T600"
"3779","IMG_0634.JPG",600,1.157,8,"T600"
"3780","IMG_0634.JPG",600,2.902,8,"T600"
"3781","IMG_0634.JPG",600,0.699,8,"T600"
"3782","IMG_0634.JPG",600,0.531,8,"T600"
"3783","IMG_0634.JPG",600,0.672,8,"T600"
"3785","IMG_0634.JPG",600,2.52,8,"T600"
"3786","IMG_0634.JPG",600,0.873,8,"T600"
"3787","IMG_0634.JPG",600,3.406,8,"T600"
"3788","IMG_0634.JPG",600,0.89,8,"T600"
"3789","IMG_0634.JPG",600,4.259,8,"T600"
"3790","IMG_0634.JPG",600,2.465,8,"T600"
"3791","IMG_0634.JPG",600,4.181,8,"T600"
"3794","IMG_0634.JPG",600,1.637,8,"T600"
"3795","IMG_0634.JPG",600,0.786,8,"T600"
"3796","IMG_0634.JPG",600,0.931,8,"T600"
"3797","IMG_0634.JPG",600,0.647,8,"T600"
"3799","IMG_0634.JPG",600,1.113,8,"T600"
"3802","IMG_0634.JPG",600,0.523,8,"T600"
"3803","IMG_0634.JPG",600,0.794,8,"T600"
"3804","IMG_0634.JPG",600,5.552,8,"T600"
"3806","IMG_0639.JPG",600,1.793,9,"T600"
"3807","IMG_0639.JPG",600,0.745,9,"T600"
"3808","IMG_0639.JPG",600,6.956,9,"T600"
"3809","IMG_0639.JPG",600,13.988,9,"T600"
"3810","IMG_0639.JPG",600,2.965,9,"T600"
"3811","IMG_0639.JPG",600,1.864,9,"T600"
"3812","IMG_0639.JPG",600,1.678,9,"T600"
"3813","IMG_0639.JPG",600,1.298,9,"T600"
"3814","IMG_0639.JPG",600,1.814,9,"T600"
"3816","IMG_0639.JPG",600,3.278,9,"T600"
"3817","IMG_0639.JPG",600,1.633,9,"T600"
"3819","IMG_0639.JPG",600,0.758,9,"T600"
"3821","IMG_0639.JPG",600,0.575,9,"T600"
"3823","IMG_0639.JPG",600,1.135,9,"T600"
"3824","IMG_0639.JPG",600,0.83,9,"T600"
"3826","IMG_0639.JPG",600,0.76,9,"T600"
"3828","IMG_0639.JPG",600,2.45,9,"T600"
"3829","IMG_0639.JPG",600,1.545,9,"T600"
"3830","IMG_0639.JPG",600,0.686,9,"T600"
"3832","IMG_0639.JPG",600,0.865,9,"T600"
"3833","IMG_0639.JPG",600,0.522,9,"T600"
"3835","IMG_0639.JPG",600,0.909,9,"T600"
"3836","IMG_0639.JPG",600,0.86,9,"T600"
"3837","IMG_0639.JPG",600,0.501,9,"T600"
"3839","IMG_0639.JPG",600,0.695,9,"T600"
"3840","IMG_0639.JPG",600,0.693,9,"T600"
"3843","IMG_0639.JPG",600,1.09,9,"T600"
"3844","IMG_0639.JPG",600,0.73,9,"T600"
"3845","IMG_0639.JPG",600,0.907,9,"T600"
"3846","IMG_0639.JPG",600,8.923,9,"T600"
"3847","IMG_0639.JPG",600,0.929,9,"T600"
"3848","IMG_0639.JPG",600,0.571,9,"T600"
"3849","IMG_0639.JPG",600,1.054,9,"T600"
"3851","IMG_0639.JPG",600,0.531,9,"T600"
"3853","IMG_0639.JPG",600,1.323,9,"T600"
"3854","IMG_0639.JPG",600,0.639,9,"T600"
"3855","IMG_0639.JPG",600,0.821,9,"T600"
"3857","IMG_0639.JPG",600,1.261,9,"T600"
"3858","IMG_0639.JPG",600,1.278,9,"T600"
"3859","IMG_0639.JPG",600,0.729,9,"T600"
"3860","IMG_0639.JPG",600,0.997,9,"T600"
"3861","IMG_0639.JPG",600,0.73,9,"T600"
"3862","IMG_0639.JPG",600,0.688,9,"T600"
"3863","IMG_0639.JPG",600,1.383,9,"T600"
"3865","IMG_0639.JPG",600,4.048,9,"T600"
"3866","IMG_0639.JPG",600,0.538,9,"T600"
"3867","IMG_0639.JPG",600,2.263,9,"T600"
"3868","IMG_0639.JPG",600,0.791,9,"T600"
"3870","IMG_0639.JPG",600,0.598,9,"T600"
"3872","IMG_0639.JPG",600,8.881,9,"T600"
"3873","IMG_0639.JPG",600,0.619,9,"T600"
"3875","IMG_0646.JPG",600,3.491,10,"T600"
"3876","IMG_0646.JPG",600,1.283,10,"T600"
"3877","IMG_0646.JPG",600,1.988,10,"T600"
"3878","IMG_0646.JPG",600,0.596,10,"T600"
"3879","IMG_0646.JPG",600,1.097,10,"T600"
"3880","IMG_0646.JPG",600,1.619,10,"T600"
"3882","IMG_0646.JPG",600,0.974,10,"T600"
"3883","IMG_0646.JPG",600,0.639,10,"T600"
"3884","IMG_0646.JPG",600,3.436,10,"T600"
"3885","IMG_0646.JPG",600,3.929,10,"T600"
"3886","IMG_0646.JPG",600,1.179,10,"T600"
"3887","IMG_0646.JPG",600,3.043,10,"T600"
"3888","IMG_0646.JPG",600,1.977,10,"T600"
"3889","IMG_0646.JPG",600,0.862,10,"T600"
"3890","IMG_0646.JPG",600,1.099,10,"T600"
"3891","IMG_0646.JPG",600,0.592,10,"T600"
"3892","IMG_0646.JPG",600,1.097,10,"T600"
"3893","IMG_0646.JPG",600,0.783,10,"T600"
"3894","IMG_0646.JPG",600,2.073,10,"T600"
"3895","IMG_0646.JPG",600,5.005,10,"T600"
"3896","IMG_0646.JPG",600,0.76,10,"T600"
"3897","IMG_0646.JPG",600,0.631,10,"T600"
"3898","IMG_0646.JPG",600,0.967,10,"T600"
"3899","IMG_0646.JPG",600,0.606,10,"T600"
"3900","IMG_0646.JPG",600,1.302,10,"T600"
"3901","IMG_0646.JPG",600,1.535,10,"T600"
"3902","IMG_0646.JPG",600,1.239,10,"T600"
"3903","IMG_0646.JPG",600,0.64,10,"T600"
"3904","IMG_0646.JPG",600,1.164,10,"T600"
"3905","IMG_0646.JPG",600,0.664,10,"T600"
"3906","IMG_0646.JPG",600,1.441,10,"T600"
"3907","IMG_0646.JPG",600,0.846,10,"T600"
"3908","IMG_0646.JPG",600,4.369,10,"T600"
"3909","IMG_0646.JPG",600,1.452,10,"T600"
"3910","IMG_0646.JPG",600,1.495,10,"T600"
"3912","IMG_0646.JPG",600,1.112,10,"T600"
"3913","IMG_0646.JPG",600,0.946,10,"T600"
"3915","IMG_0646.JPG",600,1.121,10,"T600"
"3916","IMG_0646.JPG",600,0.645,10,"T600"
"3917","IMG_0646.JPG",600,0.957,10,"T600"
"3918","IMG_0646.JPG",600,0.565,10,"T600"
"3919","IMG_0646.JPG",600,1.151,10,"T600"
"3920","IMG_0646.JPG",600,1.084,10,"T600"
"3921","IMG_0646.JPG",600,1.017,10,"T600"
"3922","IMG_0646.JPG",600,0.687,10,"T600"
"3923","IMG_0646.JPG",600,1.509,10,"T600"
"3924","IMG_0646.JPG",600,7.206,10,"T600"
"3926","IMG_0646.JPG",600,3.179,10,"T600"
"3927","IMG_0646.JPG",600,0.927,10,"T600"
"3928","IMG_0646.JPG",600,0.81,10,"T600"
"3929","IMG_0646.JPG",600,1.165,10,"T600"
"3930","IMG_0646.JPG",600,2.111,10,"T600"
"3931","IMG_0646.JPG",600,1.361,10,"T600"
"3932","IMG_0646.JPG",600,0.891,10,"T600"
"3933","IMG_0646.JPG",600,0.776,10,"T600"
"3934","IMG_0646.JPG",600,1.284,10,"T600"
"3935","IMG_0646.JPG",600,0.635,10,"T600"
"3936","IMG_0646.JPG",600,0.621,10,"T600"
"3937","IMG_0646.JPG",600,0.574,10,"T600"
"3940","IMG_0646.JPG",600,1.268,10,"T600"
"3941","IMG_0646.JPG",600,12.171,10,"T600"
"3943","IMG_0646.JPG",600,2.605,10,"T600"
"3945","IMG_0646.JPG",600,30.314,10,"T600"
"3946","IMG_0646.JPG",600,1.066,10,"T600"
"3947","IMG_0646.JPG",600,2.723,10,"T600"
"3949","IMG_0646.JPG",600,0.554,10,"T600"
"3950","IMG_0646.JPG",600,0.517,10,"T600"
"3951","IMG_0646.JPG",600,0.615,10,"T600"
"3953","IMG_0646.JPG",600,0.559,10,"T600"
"3955","IMG_0646.JPG",600,0.619,10,"T600"
"3956","IMG_0646.JPG",600,0.664,10,"T600"
"3957","IMG_0646.JPG",600,0.811,10,"T600"
"3958","IMG_0646.JPG",600,0.594,10,"T600"
"3962","IMG_0646.JPG",600,1.119,10,"T600"
"3963","IMG_0646.JPG",600,0.798,10,"T600"
"3964","IMG_0646.JPG",600,0.872,10,"T600"
"3965","IMG_0646.JPG",600,0.741,10,"T600"
"3966","IMG_0657.JPG",600,0.78,11,"T600"
"3968","IMG_0657.JPG",600,1.13,11,"T600"
"3969","IMG_0657.JPG",600,1.543,11,"T600"
"3970","IMG_0657.JPG",600,1.594,11,"T600"
"3971","IMG_0657.JPG",600,1.822,11,"T600"
"3972","IMG_0657.JPG",600,3.542,11,"T600"
"3973","IMG_0657.JPG",600,1.05,11,"T600"
"3974","IMG_0657.JPG",600,0.577,11,"T600"
"3975","IMG_0657.JPG",600,1.16,11,"T600"
"3976","IMG_0657.JPG",600,0.835,11,"T600"
"3977","IMG_0657.JPG",600,0.555,11,"T600"
"3978","IMG_0657.JPG",600,0.854,11,"T600"
"3980","IMG_0657.JPG",600,0.586,11,"T600"
"3981","IMG_0657.JPG",600,0.518,11,"T600"
"3982","IMG_0666.JPG",600,2.023,12,"T600"
"3984","IMG_0666.JPG",600,10.714,12,"T600"
"3985","IMG_0666.JPG",600,1.776,12,"T600"
"3986","IMG_0666.JPG",600,10.906,12,"T600"
"3987","IMG_0666.JPG",600,1.267,12,"T600"
"3988","IMG_0666.JPG",600,5.223,12,"T600"
"3989","IMG_0666.JPG",600,1.438,12,"T600"
"3990","IMG_0666.JPG",600,5.453,12,"T600"
"3991","IMG_0666.JPG",600,37.489,12,"T600"
"3992","IMG_0666.JPG",600,2.137,12,"T600"
"3993","IMG_0666.JPG",600,1.515,12,"T600"
"3994","IMG_0666.JPG",600,3.36,12,"T600"
"3995","IMG_0666.JPG",600,1.119,12,"T600"
"3996","IMG_0666.JPG",600,1.04,12,"T600"
"3997","IMG_0666.JPG",600,8.959,12,"T600"
"3998","IMG_0666.JPG",600,2.785,12,"T600"
"3999","IMG_0666.JPG",600,0.986,12,"T600"
"4000","IMG_0666.JPG",600,1.547,12,"T600"
"4001","IMG_0666.JPG",600,1.046,12,"T600"
"4002","IMG_0666.JPG",600,0.532,12,"T600"
"4004","IMG_0666.JPG",600,1.107,12,"T600"
"4005","IMG_0666.JPG",600,0.675,12,"T600"
"4006","IMG_0666.JPG",600,8.801,12,"T600"
"4007","IMG_0666.JPG",600,3.019,12,"T600"
"4008","IMG_0666.JPG",600,1.567,12,"T600"
"4010","IMG_0666.JPG",600,9.643,12,"T600"
"4011","IMG_0666.JPG",600,1.175,12,"T600"
"4012","IMG_0666.JPG",600,1.202,12,"T600"
"4013","IMG_0666.JPG",600,26.074,12,"T600"
"4015","IMG_0666.JPG",600,8.77,12,"T600"
"4017","IMG_0671.JPG",600,1.09,13,"T600"
"4018","IMG_0671.JPG",600,1.373,13,"T600"
"4019","IMG_0671.JPG",600,0.705,13,"T600"
"4021","IMG_0671.JPG",600,0.571,13,"T600"
"4022","IMG_0671.JPG",600,0.549,13,"T600"
"4024","IMG_0671.JPG",600,0.622,13,"T600"
"4025","IMG_0671.JPG",600,3.038,13,"T600"
"4026","IMG_0671.JPG",600,0.761,13,"T600"
"4027","IMG_0671.JPG",600,2.322,13,"T600"
"4028","IMG_0671.JPG",600,1.284,13,"T600"
"4029","IMG_0671.JPG",600,0.954,13,"T600"
"4031","IMG_0671.JPG",600,1.15,13,"T600"
"4032","IMG_0671.JPG",600,1.541,13,"T600"
"4033","IMG_0671.JPG",600,0.611,13,"T600"
"4034","IMG_0671.JPG",600,0.534,13,"T600"
"4036","IMG_0671.JPG",600,1.705,13,"T600"
"4037","IMG_0671.JPG",600,0.951,13,"T600"
"4038","IMG_0671.JPG",600,0.682,13,"T600"
"4039","IMG_0671.JPG",600,2.712,13,"T600"
"4040","IMG_0671.JPG",600,0.928,13,"T600"
"4041","IMG_0671.JPG",600,1.453,13,"T600"
"4043","IMG_0671.JPG",600,0.954,13,"T600"
"4044","IMG_0671.JPG",600,3.829,13,"T600"
"4046","IMG_0671.JPG",600,0.754,13,"T600"
"4048","IMG_0671.JPG",600,1.798,13,"T600"
"4049","IMG_0671.JPG",600,1.273,13,"T600"
